research_sentence	judgment
Autumn-winter months and fair phototype were associated with 25-hydroxyvitamin D3 insufficiency; after multivariate analysis, season of sampling remained the only independent predictor of 25-hydroxyvitamin D3 levels.	0
Six months after liver transplantation, the mean body weight gain in the groups receiving steroids and not receiving steroids were 4.71 kg and 2.7 kg, respectively (P = 0.03).	0
Results suggest that there appears to be scope to use mobile phone technology to support transition.	0
Further research is required to determine essential aspects of exercise according to organ transplantation type for effects on markers of metabolic syndrome.	0
Swab samples were immediately cultured and the positive culture samples were analyzed by the polymerase chain reaction (PCR) method.	0
There was no difference in the rates of HDP between the groups (8.3% and 8.2%, p=0.8) nor the rates of preeclampsia (2.8% and 2.9%, p=1.0).	0
A functional visualization of two distinct corticostriatal circuits is provided in childhood.	0
Activities of superoxide dismutase decreased in intoxication group (group 2) and increased in treatment group (group 3).	0
Potential benefits to undergraduate medical educators are reviewed.	0
Univariate analysis showed that unfavorable prognostic factors for DFS were cytogenetic data (P = 0.005) and the NRAS gene mutation (P = 0.002).	0
Moreover, PCR results were positive in only one of the seven HIV-positive subjects with EPTB.	0
In 2010, Queensland VBAC rates for next birth following primary CS were 14% (range 13-21% public sector, 7-11% private hospitals).	0
The HR of obesity in relation to restaurant burger consumption of > or = 2 times/week compared with < 5 times/year was 1.26 (95% CI: 1.14-1.40; P-trend<.001).	0
There was a direct correlation between CAP and FLI values (r = 0.52,p<0.001).	0
We recruited 45 indigenous women at the end of the 18-month trial; 19 women who had been using the chimney stove for 18-24 months and 26 women still using open fires.	0
Mean body mass index before the pregnancy in the SDB and non-SDB groups was 25.8 ㊣ 4.7 and 22.0 ㊣ 2.5 kg/m2, respectively (P = 0.028).	0
This observation is consistent with the view that students in the front of the classroom are likely more motivated and interact with the lecturer more than their classmates.	0
Oxygen metabolism was remarkably improved in animals in the dopamine group.	0
The Thai CU-Q2oL was translated with permission from the authors of the original Italian version.	0
OP was measured in the lateral recumbent position.	0
We utilized animal models of aging, CHF and EMP to evaluate the potential of CRF2R agonist treatment to maintain skeletal muscle mass and force production in aged animals and animals with CHF and EMP.	0
Twenty-four mice were selected based on simple random sampling.	0
The frequency of aminoglycoside modifying enzymes encoding genes aacC1, aphA6, aadA1 and aadB was analyzed by the PCR method.	0
LFN induces modifications on cardiac Cx43 in rats.	0
HPV 16 and 18 were identified in 137/166 (82.5%) cervical cancer biopsy samples by PCR.	0
Although differences in studies design and samples made the results difficult to compare and interpret, many studies indicate an association between ADHD and suicidal behavior.	0
Diagnosis of infectious disease, antibiotic prescribing and dispensing data at the individual patient level were extracted for 2015 from Clalit Health Services' electronic medical records and linked to determine the condition for which the antimicrobial was prescribed.	0
At 6-9months postpartum we measured the following CVD risk factors: blood pressure, body-mass index (BMI), fasting blood glucose levels, total cholesterol, HDL-cholesterol, LDL-cholesterol, triglycerides and CRP.	0
Moreover, systolic pulmonary artery pressure measured by echocardiography was improved (mean difference: -7.5mmHg; [95%CI]: -14.9,-0.1, p = 0.05), which was also entirely driven by studies evaluating phosphodiesterase-5 inhibitors.	0
Nested multiplex PCR was performed with first-round PCR by GP-E6/E7 consensus primers for amplification of the genomic DNA of all known mucosal HPV genotypes and second-round PCR by type-specific multiplex PCR primer cocktails.	0
Treatment included oral glucocorticoids (71.4%), pulse methylprednisolone (14.2%), and methotrexate (42.8%).	0
In the final derivation subset, the automated search algorithm achieved a sensitivity of 91% and specificity of 85% for deep vein thrombosis, a sensitivity of 96% and specificity of 100% for pulmonary embolism, and a sensitivity of 100% and specificity of 95% for myocardial infarction.	0
In a sensitivity analysis we found a borderline significant inverse association between continuous concentrations of 25(OH)D and offspring forearm fractures (P?=?0.054).	0
Participants in the program expressed high satisfaction rates, and the average (㊣ standard deviation) score on a patient satisfaction survey was 4.41 (㊣ 0.31) out of a total of 5.	0
The deployment of medical teams at dance events and music festivals successfully managed the majority of GHB intoxications onsite and avoided acute care ambulance transfer and emergency department attendance.	0
Study 2 sampled 196 student-athletes (males = 139, females = 57, Mage?=?19.88 yrs, SD = 1.35) and examined discriminant validity and convergent validity of PSS.	0
A total of 42 cases registered for DOTS regimen were included in the study, of which 35 completed the treatment (83%).	0
The B subgenotypes shared six common specific amino acid sites in the S region.	0
Charts were coded by an external billing and coding company, then returned and mapped by International Classification of Diseases, 9th revision diagnostic codes.	0
Cognitive reactivity to sad mood is associated with the incidence of depressive disorders, also when various other depression-related variables are controlled for.	0
The early onset pre-eclamptic patients had a significantly higher BNP concentration (40.55pg/ml) than in the late onset pre-eclamptic patients (24.1pg/ml) (p=0.013).	0
Soccer matches and their outcomes have no significant effect on IPV-related attendances.	0
These results may suggest that osteopontin levels may be increased due to the inflammatory process and osteopontin has not a specific role on fibrosis in SSc.	0
Patients in these two groups did not differ according to age, weight, height, postoperative stay or follow-up period.	0
Antimicrobial-resistant pathogens (notably ESBL-producing Enterobacteriaceae) were common in community-acquired BSI.	0
PCPs were less confident about prescribing strong opioids for CNMP than for use in cancer pain.	0
The errors for move II were smaller than those for GT3X for all activities.	0
Six of the seven intervention clusters delivered the intervention, and all clusters were retained throughout the trial.	0
The study demonstrated poor performance of currently recommended clinical and immunological criteria for monitoring HIV-infected children on ART.	0
Furthermore, lactobacillus administrated alone will distinctly benefit eradication therapy.	0
Prevalence of childhood pneumonia in Changsha was high up to 38.6%.	0
Obesity status, height and age were proven to be significant and independent predictors of length of both kidneys.	0
Seven patients reported pain during surgery; average score 0.17.	0
These findings support the World Health Organization-recommended discontinuation of d4T use, but also underscore the dilemma faced by clinicians when choosing between low-toxicity regimens and those that promote ART adherence, particularly among HIV-positive adolescents.	0
We included 372 patients with S. aureus bacteremia.	0
Demographic and clinical data were recorded and mid-stream urine (MSU) specimens were cultured.	0
We found a high prevalence of NVP RAM among children who were exposed to the drug regimen for PMTCT in Mozambique.	0
There were 951 non-medical professionals: 277 from Spain, 632 from Mexico and 42 from Cuba.	0
As only one in five (19.6%) patients adhered to the time intervals between self-assessments, measures are needed that improve the timely completion of questionnaires.	0
Using the upper and lower quartile of a questionnaire assessing the daily difficulties in regulating emotions, two groups, one with low (LERD) and one with high (HERD) levels of emotion regulation difficulties, were constituted and studied during a film-elicited emotion procedure.	0
Mean age of the groups was 30 years (SRT) vs. 29 years (TSR), with 80% being male.	0
One hundred patients were enrolled over the study period.	0
Numerous methodologies and definitions of distress were represented.	0
Seventy fetal MRI cases with complete antenatal and postnatal medical records were included.	0
Interventions targeting executive functioning are grounded in metacognitive approaches.	0
The mean age of the rural cohort was 68.8 (㊣13.1) years (53.6% male), and the urban cohort was 68.4 (㊣13.0) years (44.8% male).	0
A financial variable such as savings is a potentially appropriate but imperfect proxy for the rate of time preference of the population.	0
The AS is a valuable tool in screening children with abdominal pain for the diagnosis of AA.	0
Contrary to our past work with static image viewing, we found limited evidence of differences in eye movement characteristics between the two groups, although results did support the role of bottom-up information, such as visual motion, as a determinant of looking behaviour.	0
In primary motor cortex, the microglial cells of irreversibly injured animals showed proliferation and activation between three and seven days post-lesion.	0
Liver histology, portal pressure, liver and kidney function, and hormonal status were investigated in rat liver cirrhosis induced through 13 weeks of CCl4, with or without chymase inhibitor SF2809E, administered between 4th and 13th CCl4 weeks; liver and kidney chymase immunolocation and Ang-II content were assessed.	0
Our findings indicate that Android tablets could serve as useful tools in CBPR studies.	0
SK exhibited antilithiatic and diuretic potential in ethylene glycol and sodium oxalate induced urolithiasis in ratsElevated urinary stone markers (Calcium, oxalate, uric acid, magnesium and phosphates) in plasma and renal tubular enzymes (LDH, GGT, ALP, AST ALT) in urolithiatic rats were reversed by SK treatmentSK administration significantly reduced the level of renal stress markers like Urea, Creatinine, LPO and elevated SOD, GPx, GSH levels aiding in nephroprotectionSK also provides structural and functional protection against ethylene glycol- induced renal calculus in rats as evidenced by histopathological studies.	0
The model provides a tool for the clinic management to test new ideas to improve the performance of other UAMS OB/GYN clinics.	0
Regarding research-related activities, descriptive findings indicate that journal reading is the most frequently reported research-related activity while conducting research is the least frequently reported activity.	0
The mean age of the study group was 36.1 years and included 84% males.	0
Increased serum thrombomodulin levels on days 1 and 3 of the diagnosis of sepsis were found in different pediatric sepsis syndromes.	0
The prevalence of RF and a-CCP antibodies is relatively high in SSc, and joint involvement occurs frequently.	0
For treatment naive patients with Genotype 1, immediate treatment with all-oral regimen under assumed cost and efficacy at present was cost-effective compared with peginterferon 汐-2a (PegIFN) regimen at present with an ICER of $12536 per QALY gained and a positive NB of $6832 at a willingness-to-pay threshold of $21209.	0
Poverty alleviation programs, such as Heifer, may indirectly benefit child growth.	0
From a sample of 243 persons, 24 (9.9%) had sustained TBI from physical assault.	0
Among 1,238,340 infants in the newborn screening program, 14,443 individuals were recalled for reevaluation (re-call rate 1.18%), 911 and 731 individuals were subsequently determined to have hyperthyrotropinemia and CH respectively; thus, a prevalence of 1:1359 and 1:1694 for hyperthyrotropinemia and CH.	0
Most of the studies, however, concerned the use of VR to assess a single aspect of a psychiatric disorder.	0
Israel has an impressive record on tobacco control policy, beginning with taxation in 1952, landmark smoke-free air and marketing legislation in the early 1980's, tax increases and expansions of smoke-free air and marketing legislation in the ensuing years, and the addition of subsidized smoking cessation technologies in 2010.	0
In addition, 35 healthy lean children with no liver problems were selected as the control group.	0
Early data indicate a high acceptance rate of the study program, successful recruitment strategies and the establishment of a representative cohort for the population of Leipzig.	0
Advanced fibrosis [odds ratio (OR) 4.63, p=0.03] and IFNL3 major genotype (OR 0.13, p=0.001) were 2 independent factors for determining the presence of hepatic steatosis.	0
Increased satisfaction with the separation process was associated with better adjustment on all components.	0
The PK parameters such as maximum concentration (Cmax), elimination rate constant (Ke), and cleareance (Cl), were not significantly altered during ECMO support.	0
79 (92%) of all surgical airways were successfully inserted.	0
Previously reported results regarding associations of sociodemographic and clinical data with incomplete medication adherence could not be confirmed for this sample of chronically ill patients.	0
Lack of understanding of children's nutritional needs and insufficient time for feeding children are key barriers to complementary feeding.	0
Laparoscopic appendectomy was offered in all departments except one.	0
These patterns were manifested in specific modalities (tactile, visual, and auditory), which significantly predicted sleep quality.	0
Did timely vector-control interventions in Wajir town prevent a malaria epidemic?	0
However, the mean sinusoid area significantly decreased in the experimental group as compared to the sham and control groups.	0
One of these referrals involved chronic renal failure requiring extensive follow-up by research team members.	0
Of the comorbidities investigated, the greatest contributor to length of stay was HIV/TB co-infection.	0
Further study will identify the most cost-effective components of the intervention.	0
Overall, 68.2% (338/496) of the DDI alert overrides were considered appropriate.	0
Generally, results are in line with previous studies showing significant disadvantages of SUPB in both manikin scenarios.	0
The research team established statistically significant differences between the heroin addicts and the students, the non-users, in terms of their family relationships.	0
Only age, spousal communication and type of contraceptive method used are significant.	0
Data analysis was conducted using simple descriptive statistical methods.	0
The study included 53 patients with vitiligo and 20 healthy volunteers as the control group.	0
No statistical differences between IVM and control groups were found for boys.	0
Complications were observed in 57% of patients.	0
The next step is to have these behaviors validated by professional care providers in the field of diabetes, followed by translation into recommendations in self-management programs.	0
The MIC values of N. sativa oil against clinical isolates of Staphylococci were between <0.25 米g/mL and 1.0 米g/mL.	0
Obesity and overweight (i.e., BMI> 25 kg/m2, prevalence: 24.5%, 95% CI: 18.6-31.6%), hypertension (17.1%, 13.3-21.8%) and diabetes (13.3%, 9.3-18.8%) were the most prevalent comorbidities in DENV.	0
We performed the radical excision with split-thickness skin graft in all the patients.	0
Fifty members (80%) completed the survey.	0
The cardiotocographic parameters of the fetus were examined by means of a Sonicaid Team Standard Oxford apparatus (Huntleigh Healthcare, Cardiff, United Kingdom).	0
Norfloxacin (26%) and ciprofloxacin (19%) were prescribed most commonly.	0
43 patients were enrolled into the study.	0
Asymptomatic renal dysfunctions are prevalent in young 汕-TM and 汕-TI patients that necessitate regular screening.	0
The interval between the end of administration and the beginning of the procedure was inversely correlated with the Boston scale score (P=.036; r=-0.125).	0
Strong leadership by the ministries of health has been instrumental, complemented by key stakeholders and donor partners.	0
Low word production in patients with deep brain stimulation was accompanied by prolonged latencies for lexical decisions.	0
Patients were identified from the database of the trauma intensive care unit at Inkosi Albert Luthuli Central Hospital, Durban, South Africa.	0
The rates of AEs of interest also remained stable over time, and cumulative rates per 100 patient-years were 0.80 and 1.32 (serious infections), 0.70 and 0.53 (nonmelanoma skin cancer), 0.63 and 0.61 (other malignancies), and 0.56 and 0.46 (MACE) in patients treated with 45 mg and 90 mg, respectively.	0
CDFPs, when added to the baskets, were unable to overcome the micronutrient gaps without greatly exceeding recommended energy intakes, due to their high ratio of energy to micronutrient density.	0
These findings suggest that vitamin D products may not be utilized to their fullest potential as effective topical therapy or adjuncts to therapy for localized plaque psoriasis.	0
Attitudes and beliefs regarding ACS showed a significant improvement following discharge.	0
Data were transcribed, familiarized, coded and analyzed using a conceptual framework.	0
NMRI mice were treated with anakinra (IL-1Ra) daily for 7 days before intravenous inoculation with S. aureus strain Newman in both arthritogenic and lethal doses.	0
Participants with higher GSES, lower NDRGEI, and higher SF-12v2 mental health summary scores had higher HHI scores.	0
This study extends intrinsic/extrinsic goal research both within education broadly and in the context of Japan.	0
Perinatal outcomes did not differ among the mothers with surgical TOPs compared to the mothers with no TOPs, while the outcomes were poorer after surgical TOP(s) than after medical TOP(s).	0
Further studies are necessary to evaluate the effect of the reduction of MET receptor expression in multiple myeloma, focusing on animal models with a larger test group size.	0
The DM classification was made considering pancreatic autoimmunity (via antibodies GAD-65, IAA, and AICA) and the presence or absence of overweight/obesity.	0
Patients with PA and AB VAP may experience favorable survival when treated  with AAA, despite greater severity of illness and a greater incidence of multidrug-resistant infection.	0
The low-molecular-weight compounds of the venom of Polybia paulista include neuroactive peptides that can be used as pharmacological resources for anticonvulsant and anxiolytic drug research.	0
Females and users of hormonal contraception displayed higher levels of taurine-conjugated bile acids.	0
All the women were investigated for laboratory parameters such as renal function tests, platelet counts, liver function tests, coagulation profile, fundoscopy, in antepartum period and abnormal results were re-evaluated one week after delivery and in cases with persistent abnormal results at one week postpartum were again evaluated at the end of two weeks.	0
Failure to scale up may be attributable to insufficient assessment of user groups in context, lack of fit of the innovation with user receptivity, inability to address resistance from stakeholders and inadequate engagement with user groups.	0
Cholestatic enzymes (alkaline phosphatase (ALP), 污-glutamyltransferase (GGT)) and bilirubin levels decreased significantly in both groups following stenting (p = 0.001).	0
There was a significant difference between TP, Morelli and Uniden elastomerics (p < 0.05), but no difference between the two types of Morelli elastomerics at the 1 hour time interval.	0
In the correlation analysis, the severity of childhood trauma was positively correlated to impulsive score, but both of them were negatively related to the age of onset of heroin use.	0
Methods of correlation and logistic regression were applied to create association models.	0
However, the level of exercise and feeding practices changed significantly with increasing age.	0
Further research and publications are needed in this area.	0
Because tactile sensitivity of the glans decreases with sexual arousal, it is unrelated to sexual sensation.	0
The case number of each hepatic artery feeding to the tumors was calculated.	0
The highest agreement was detected for mass orientation (百=0.66).	0
Peripheral blood samples were taken from all patients.	0
Among the manifestation of peripheral nerve involvement, loss of ankle reflex was the most common feature in 51.7%, followed by loss of temperature sense 29.5%, loss of vibration sense 20.8%, loss of touch 16.4%, loss of position sense 14.5% and loss of pain in 6.3% of the patients.	0
There was a significant association between NAFLD and BMI (P = 0.05).	0
Over 20 years, 154 patients suffered cardiac arrest as a result of a neurologic event.	0
T cell proportions in the spleen were evaluated by flow cytometry, and histopathological evaluation of the skin was also performed.	0
A key component in this pipeline is a latent variable method called OOS-DA (optimal orthonormal system for discriminant analysis), being theoretically more easily motivated than PLS-DA in this context, as it is rooted in pattern classification rather than regression modeling.	0
Administration of piroxicam after IUI is associated with decreased number of cycles, as well as increased pregnancy rate and pregnancy rate per cycle in IUI cycles.	0
Using multilayered interventions, CHIMC contributed to the elimination of immunization disparities in children.	0
After induction of pre-diabetes, while maintained on HFD, animals were randomized to receive either exenatide (n = 7) or placebo (n = 7) for 12 weeks.	0
The use of TXA was associated with a lower total volume of PRBC (P=0.003) and FFP (P=0.003) transfusions.	0
There was a significant decline in the kisspeptin levels (7.3 +/- 1.3 pg/mL) of girls with CPP after pubertal suppression (p < 0.0001).	0
The ability of biofilm formation by P. aeruginosa strains was quantitatively confirmed.	0
All patients reached 24 months follow-up, and no patients dropped out from the study.	0
Male students (Mmale?=?2.50) had significantly higher scores on PIU than female students (Mfemale?=?2.25).	0
The prevalence of S. aureus and P. acnes in the athletes was higher than that of the control group.	0
Older adults with DSH are a unique group with different clinical characteristics.	0
One patient with HAM/TSP developed optic neuritis in addition to subacute LETM; this patient was AQP4-Ab negative as well.	0
In order to validate the scheme's international applicability inside and outside the mental health domain, semi-structured interviews were conducted with (inter)national experts in the broad fields of health promotion and disease prevention.	0
No seizure occurred in patients with preoperative epilepsy.	0
In the second phase, the counting process was repeated with the addition of zinc sulphate compound with different concentrations (3, 4, 5, and 6 percent) and live parasite numbers were counted by ELISA method after 24 hours.	0
These included six studies of oral brush biopsy, 42 of saliva-based oral diagnosis, and 115 of optical biopsy.	0
They received a mean IFX dose of 400 mg every 8 weeks.	0
The results clearly indicated that ICAGD protocol reduces musculoskeletal-based symptoms of MPDS patients, and this protocol can prove beneficial for the clinical treatment success.	0
We compare demographic estimates of the resident naturalized foreign-born population in 2010, based on administrative data, to estimates from the 2010 American Community Survey (ACS).	0
Group shape differences were observed for bilateral putamen, caudate nucleus, and hippocampus with greater striatal atrophy contralateral to side of motor symptom onset.	0
Binary and multiple logistic regression analyses were conducted after the confounding variables were controlled to assess the effects of PP on different types of GH-PE.	0
A total of 28,118 students were contacted, and 6,275 students completed the survey.	0
Difficulties were encountered in 23.7% of procedures, with a significantly higher proportion being registered in failed interventions compared with successful ones (82.6% v. 13.7%; p&lt;0.0001).	0
However, our findings point out that patients with characteristics such as a comorbid bronchial asthma or mild symptoms have higher odds for noncompliance and require attentive monitoring to reduce healthcare costs and morbidity.	0
Individuals with the protective G/G polymorphism (51% of the sample) responded to taxation while others had no response.	0
Six themes were identified: anticipating occupations versus reality, needing emotional resilience, working to reclaim the parental role, navigating the NICU occupation-environment transactions, building and maintaining relationships with staff, and revisioning the future.	0
It can help the surgeon to operate with a relaxed mind and it is advisable for high tibial medial open wedge osteotomies.	0
Subgroup analysis revealed the following findings only in CLD patients with HGPs: (i) a positive correlation between the GP growth rate and the patient's age; the older the patient, the higher the GP growth rate (r = 0.7, P = 0.004).	0
The application of 10-4 M morphine and/or 100 米M SNAP resulted in a partial reversal of the detrimental influence of LNMMA.	0
Although there is wide variation in the war's effect on daily activities and emotional well-being during that time, the majority (73%) reported minimal residual effects.	0
43 reports were extracted (25 related to HERV-W, 13 to HERV-H, 9 to HERV-K, 5 to HRES-1 and 1 to HER-15 family).	0
The mean hospital stay length was 2 (1 - 3) days.	0
All relevant perinatal and postnatal data including duration of antibiotics therapy (Group I < 2W vs Group II > 2W) and outcome up to the time of discharge or death were documented and compared.	0
The CH incidence in Guangxi Zhuang Autonomous Region is slightly higher (1:1694) compared to the worldwide levels (1/2000-1/4000).	0
Use of the dimensional PROMIS metrics (and co-calibration of the PROMIS item banks with existing PROs) will allow comparisons of mental health and related health outcomes across disorders and studies.	0
Between 1 March, 2013 and 9 April, 2015 nineteen patients were treated with uncovered, self-expandable enteral stents.	0
An incomplete posterior circle (OR=2.60, 95%CI 1.79-3.76, p<0.00001) was found to be more strongly associated with migraine than an incomplete anterior circle (OR=2.01, 95%CI 1.15-3.53, p=0.01).	0
Similarly, higher MMSE score (beta= 0.3, p<0.01) and better performance in the handgrip test (beta= 0.07, p= 0.02) were associated with better function in daily life basic activities.	0
Forty-two (44.2%) of the 95 AD patients had histories of food hypersensitivity.	0
75-77% of the institutions examined had their own protocol, and assigned transfusion care nurses worked in more than 20% of the wards.	0
Homozygous of the TT genotype for MDR1 exon 26 polymorphism was at 2.0-fold higher risk of non-responder than patients with CC and CT.	0
The CU patients presented a significantly higher anxiety level in comparison to the control group (z = 4.488; p < 0.001).	0
Hallucinations or illusions were detected in 28 (25.2%).	0
However, inconsistencies were observed for the relative importance of some prioritisation criteria, suggesting context and/or elicitation approach matter.	0
There were 6 bleeding episodes that required blood transfusion and 11 episodes of minor bleeding.	0
Based on these research findings immediate interventions are not effective, whilst multi-session cognitive behavior therapies could be effective in symptom reduction.	0
Almost one in five older people received a new psychotropic drug prescription in the year after bereavement.	0
TWO DIFFERENT SAMPLES OF RCTS WERE EXAMINED: 1) RCTs published in November 2010 in core clinical journals identified in MEDLINE; 2) RCTs registered in the NTR with a latest expected end date of 31 August 2008.	0
17, 22, and 16 subjects were enrolled in the SRI, MRI, and CON group, respectively.	0
FADA had a high PPV for PTB in our laboratory.	0
A nuclear magnetic resonance (NMR)-based urinary metabonomic method was used to characterize the urinary metabolic profiling of depressed and non-depressed subjects.	0
In the prehospital study, the mean systolic blood pressure before the ITD-7 was 79.4 ㊣ 10.2 mm Hg and 107.3 ㊣ 17.6 mm Hg during ITD-7 use (n = 47 patients) (p < 0.01).	0
A very low correlation (r = .02) between Short Sensory Profile scores and the attention deficit hyperactivity index of the Conners' Parent Rating Scales was found for the five- to ten-year-old children.	0
Vegetable oil fortification has the potential to become a global public health intervention strategy.	0
Newly formed community-academic partnerships resulted in many joint grant submissions and new projects.	0
High-frequency rTMS also improved the global impression in comparison to the placebo (MD = -0.79, 95% CI -1.24 to -0.34, p = 0.0006).	0
When BAY K8644 was given after nifedipine, there was no significant difference with control group.	0
In risk-adjusted analyses, compared with elderly, middle-aged adults were more likely to be readmitted (risk-adjusted OR 1.05, 95% CI 1.03-1.07).	0
Treatment utilization is significantly associated with procrastination but not discounting.	0
Among the 13 patients, plasma cell cheilitis completely resolved, partially resolved, and recurred in 3 (23.1%), 5 (38.5%), and 5 patients (38.5%), respectively.	0
Women chose the domestic violence workshop more than men (p = 0.036).	0
Compared to cancer cell lines, normal HDF-1 cell line showed less sensitivity to antiproliferative effects of aprotinin, both in low and high doses.	0
Data of 118 patients were analyzed.	0
The impact of sociodemographic risk factors on mental health is confirmed regardless of World region.	0
BDP-SSMs were successfully prepared with a content uniformity and reproducibility suitable for pulmonary administration.	0
The results from this study suggest that CSF APP and related proteins at once hold promise as biomarkers of PHH and provide insight into the neurological consequences of PHH in the preterm infant.	0
Included studies were randomized, case-controlled, or cohort studies comparing outcomes in adult patients with APA-related ICH who received or did not receive platelet transfusion.	0
Serum GA was inversely influenced by fat mass and visceral adipose tissue in Chinese with normal glucose tolerance.	0
Adequate MPR was more likely to be associated with increased use of rescue medication.	0
Further investigations are required to ascertain the most appropriate inclusion criteria to enable identification of those at highest risk of CI.	0
A total of 13 qualitative studies from six countries, published from 2002 onward, formed the basis for an interpretative synthesis.	0
Centrifugation of the fibers produced large pellets containing tin.	0
with the followings keywords: deep endometriosis, urinary disorders, voiding dysfunction and urinary dysfunction.	0
Our minimally invasive bronchoscopic rabbit VX2 lung cancer model is an ideal platform for lung cancer imaging and preclinical bronchoscopic interventional studies.	0
In the AD patient group there was a negative correlation between the SCORAD score and erythrocyte zinc levels (r = -0.791; p < 0.001).	0
Silodosin seems to be able to even more prevent PE.	0
Survey results were collected, tabulated and analyzed.	0
The lower FSH levels found in the NET-EN and COC users compared with controls may indicate a greater degree of suppression of FSH levels in these two methods, compared with DMPA.	0
According to our review, some evidence supports an efficiency of psychotherapies in the management of several features of BPD.	0
PROMIS provides item banks measuring several domains of interest to mental health researchers including emotional distress, social function, and sleep.	0
Incidence and case-specific data were obtained through the MS Center Database and Israeli Health Statistics Census Data over 15 years, from 1995 to 2009, and compared between patients with childhood (< 12 years), juvenile (> or = 12 years, < or = 18 years) and adult (> 18 years) MS onset.	0
This was one of the first trials adding the treatment of SAM to a CHW workload and suggests that adding SAM to a well-trained and supervised CHW's workload, including preventive and curative tasks, does not necessarily yield lower quality of care.	0
The rates and characteristics of these disorders were compared between singleton and twin pregnancies as was the progression of GH to PE for both groups.	0
Physical activity explains a greater proportion of variation in body mass index than do eating habits, particularly in boys.	0
The specific scFv1 and scFv3 with lower neutralizing effects can be used for diagnostic purposes.	0
We conducted an anonymous online survey at a medical university in 2013-2014.	0
Patients who were interested in receiving public health information were more likely to be older, African American, and male (p < 0.05).	0
Methycillin resistance of S. epidermidis was 100%, 76% of E. coli were ESBL positive and among P. aeruginosa resistance to carbapenems was 40%.	0
Family discord and negative relationship with parents were associated with an increased suicide risk in depressed adolescents.	0
We found that the most common causative agents isolated from nosocomial infections (NIs) were 20.7% Staphylococcus epidermidis, 26.7% Klebsiella spp., and 13.3% Acinetobacter spp.	0
The girls were given weekly iron-folic acid tablets, and the children were given daily liquid iron prophylaxis for 100 days in a year through community participation.	0
In the post period, 16,864 total encounters occurred for unique patients within each chief complaint category, 11.4% of patients were at low risk and 24.8% and 63.8% were at medium and high risk, respectively.	0
Further randomized clinical trials are necessary, with longer follow-up periods including regular periodic monitoring, in order to determine the extent of the impact of periodontal treatment.	0
There were no differences between HIV-infected and uninfected patients in prevalence or type of pathogens isolated.	0
Indeterminate QFT-G result was noted in 5.2% (7/134) of patients and 71.4% (5/7) of them turn to be QFT-G negative during the next testing.	0
The mean respiratory rate, exacerbations in previous year, home nebulizer therapy, prescribed antibiotic at discharge, home oxygen therapy, and abnormal chest x-ray studies were associated with increased rate of revisits to ED in univariate analysis.	0
Class I smears were predominant in both groups.	0
The effectiveness of AscPEG-2L was superior to that of PEG-ELS 4L and PiMg (p = 0.011 and p = 0.032, respectively).	0
Estimated BMI over time adjusted for maternal and perinatal characteristics of offspring, showed slower BMI growth before age of 5, followed by an earlier plateau and steeper BMI growth after 5 years among children of immigrant mothers compared with children of Swedish mothers.	0
Patients with ACLE were characterized by the earliest onset of the disease (mean age of 31.9 ㊣15.0 years; p < 0.001).	0
In order to predict patients with PAF, we have chosen +7.5 msn for the RA EMCT which yielded 69% sensitivity and 71.4% specificity to predict patients.	0
The views across all ICUs and stakeholders were generally similar, with differences only being in some operational areas.	0
For progression-free survival, the pooled HR in higher human equilibrative nucleoside transporter1 expression in pancreatic cancer receiving gemcitabine-based chemotherapy was 2.76 (95% CI, 1.76-4.34).	0
Postoperative complications developed in six patients (35.3%) (broncho-pleural fistula in one, empyema in two, prolonged air leakin two, and acute renal failure in one).	0
Between Jan 2001 and Dec 2013, 2012 CAS procedures were performed in 1809 patients (66.1% men; age 65.3 ㊣8.4 years, 49.2% symptomatic).	0
The levels of severe anemia were negligible (< 1%) in all surveys.	0
At baseline, there was no spontaneous or pacing-induced TdP.	0
Cases were self-reported, therefore causality was not classified on the basis of clinical evidence, but by using the frequency/strength of adverse effects described in scientific papers: 52 out of 87 cases were defined as possible (59.8%) and 4 as probable (4.6%).	0
No interaction with therapy arm and bundle branch block (BBB) status was found.	0
Rehabilitation that focuses specifically on activities of daily living of sex should include sexual counseling, therapeutic exercise, and advice regarding sexual positions.	0
Early childhood pneumonia was associated with prenatal exposure to the diurnal temperature variation (DTV) during pregnancy, particularly in the second trimester, which suggests fetal origin of childhood pneumonia.	0
Three forms of PA were considered - vigorous physical activity (VPA), moderate physical activity (MPA) and walking.	0
We did not find any significant effect of taking ginger supplements on hepatic fibrosis and aspartate aminotransferase.	0
While AP-MP relations were sometimes indicated through co-occurring text, visual connections and higher-order visual metaphors, many students struggled to articulate the relationships between AP and MP.	0
Toxicology screening studies of some type were performed in 49 patients.	0
An intervention study with a mixed-methods approach using quantitative (2010-2011) and qualitative data (2011) was conducted in Swedish elderly care.	0
Endoscopic thoracic sympathectomy decreases the subjective tendency to cry though it increases the number of crying episodes in women, but does not change crying behaviours in men.	0
The results of Lanthony's test were expressed using Index Confusion Chromatic (ICC).	0
Probably the destruction of T. gondii affects nervous system and damages pancreatic cells leading to increased risk of diabetes.	0
In each of the studied groups, A-D, a statistically significant reduction in the TAC values was noted relative to the control group, which progressed with increased severity of CAC stages: 1.783 mmol/L vs 1.191 mmol/L (group A), 1.07 mmol/L (group B), 0.931 mmol/L (group C), and 0.899 mmol/L (group D).	0
